job_title,company,location,description,skills_list,date_posted,extracted_skills
AI Engineer,Capgemini,Hyderabad,"Looking for a candidate with experience in React, Java, Scikit-learn, TensorFlow, NLP.","React, Java, Scikit-learn, TensorFlow, NLP",2023-10-12,"['java', 'tensorflow', 'react', 'scikit-learn', 'nlp']"
Data Analyst,Adobe,Delhi,"Looking for a candidate with experience in React, Spark, SQL, Pandas, NLP.","React, Spark, SQL, Pandas, NLP",2023-06-07,"['sql', 'react', 'pandas', 'spark', 'nlp']"
Data Analyst,Google,Pune,"Looking for a candidate with experience in AWS, React, TensorFlow, Power BI, Docker, Java.","AWS, React, TensorFlow, Power BI, Docker, Java",2024-07-24,"['java', 'aws', 'docker', 'tensorflow', 'react', 'power bi']"
Data Analyst,Capgemini,Mumbai,"Looking for a candidate with experience in Scikit-learn, AWS, NLP, TensorFlow.","Scikit-learn, AWS, NLP, TensorFlow",2023-03-12,"['aws', 'tensorflow', 'scikit-learn', 'nlp']"
Software Engineer,Oracle,Chennai,"Looking for a candidate with experience in NumPy, Scikit-learn, Machine Learning, Deep Learning, TensorFlow, AWS.","NumPy, Scikit-learn, Machine Learning, Deep Learning, TensorFlow, AWS",2023-03-10,"['aws', 'tensorflow', 'machine learning', 'deep learning', 'numpy', 'scikit-learn']"
Data Scientist,Infosys,Bangalore,"Looking for a candidate with experience in React, NLP, PyTorch, Node.js, Deep Learning, Python, Java.","React, NLP, PyTorch, Node.js, Deep Learning, Python, Java",2023-02-07,"['python', 'java', 'pytorch', 'deep learning', 'react', 'node.js', 'nlp']"
Machine Learning Engineer,Capgemini,Hyderabad,"Looking for a candidate with experience in Kubernetes, Hadoop, TensorFlow, Spark, NLP, Node.js.","Kubernetes, Hadoop, TensorFlow, Spark, NLP, Node.js",2024-08-18,"['kubernetes', 'tensorflow', 'node.js', 'spark', 'hadoop', 'nlp']"
NLP Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Docker, Machine Learning, NumPy, Node.js, TensorFlow.","Docker, Machine Learning, NumPy, Node.js, TensorFlow",2024-03-13,"['docker', 'tensorflow', 'machine learning', 'node.js', 'numpy']"
Software Engineer,Infosys,Delhi,"Looking for a candidate with experience in Java, AWS, NLP, Power BI.","Java, AWS, NLP, Power BI",2023-06-08,"['java', 'aws', 'power bi', 'nlp']"
AI Engineer,Capgemini,Chennai,"Looking for a candidate with experience in Pandas, Deep Learning, SQL, Python, React, Kubernetes.","Pandas, Deep Learning, SQL, Python, React, Kubernetes",2024-02-10,"['python', 'sql', 'kubernetes', 'deep learning', 'react', 'pandas']"
Machine Learning Engineer,TCS,Pune,"Looking for a candidate with experience in Java, Machine Learning, Docker, AWS, Scikit-learn, Power BI.","Java, Machine Learning, Docker, AWS, Scikit-learn, Power BI",2023-10-25,"['java', 'aws', 'docker', 'machine learning', 'scikit-learn', 'power bi']"
Data Scientist,Adobe,Chennai,"Looking for a candidate with experience in Spark, Pandas, TensorFlow, Tableau, Python, Node.js.","Spark, Pandas, TensorFlow, Tableau, Python, Node.js",2023-02-03,"['python', 'tensorflow', 'node.js', 'pandas', 'tableau', 'spark']"
Data Scientist,Capgemini,Mumbai,"Looking for a candidate with experience in Python, AWS, PyTorch, Docker, Pandas.","Python, AWS, PyTorch, Docker, Pandas",2023-02-23,"['python', 'aws', 'docker', 'pytorch', 'pandas']"
Cloud Engineer,Oracle,Hyderabad,"Looking for a candidate with experience in Scikit-learn, Spark, NLP, Node.js, Docker, Pandas.","Scikit-learn, Spark, NLP, Node.js, Docker, Pandas",2024-08-30,"['docker', 'node.js', 'pandas', 'scikit-learn', 'spark', 'nlp']"
Software Engineer,TCS,Pune,"Looking for a candidate with experience in Spark, PyTorch, Scikit-learn, Deep Learning, Hadoop, Machine Learning.","Spark, PyTorch, Scikit-learn, Deep Learning, Hadoop, Machine Learning",2024-01-24,"['pytorch', 'machine learning', 'deep learning', 'scikit-learn', 'spark', 'hadoop']"
Data Analyst,Accenture,Hyderabad,"Looking for a candidate with experience in NLP, Scikit-learn, Java, TensorFlow, Power BI, Spark.","NLP, Scikit-learn, Java, TensorFlow, Power BI, Spark",2023-09-09,"['java', 'tensorflow', 'scikit-learn', 'power bi', 'spark', 'nlp']"
NLP Engineer,Capgemini,Hyderabad,"Looking for a candidate with experience in Spark, Power BI, AWS, Kubernetes, SQL, NumPy.","Spark, Power BI, AWS, Kubernetes, SQL, NumPy",2023-06-25,"['sql', 'aws', 'kubernetes', 'numpy', 'power bi', 'spark']"
NLP Engineer,Accenture,Mumbai,"Looking for a candidate with experience in Deep Learning, Node.js, Python, Tableau, NLP.","Deep Learning, Node.js, Python, Tableau, NLP",2023-02-23,"['python', 'deep learning', 'node.js', 'tableau', 'nlp']"
NLP Engineer,Google,Delhi,"Looking for a candidate with experience in Docker, Java, Hadoop, Spark.","Docker, Java, Hadoop, Spark",2023-06-29,"['java', 'docker', 'spark', 'hadoop']"
Full Stack Developer,IBM,Bangalore,"Looking for a candidate with experience in Power BI, SQL, Python, TensorFlow.","Power BI, SQL, Python, TensorFlow",2023-10-21,"['python', 'sql', 'tensorflow', 'power bi']"
NLP Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Python, Deep Learning, React, Power BI.","Python, Deep Learning, React, Power BI",2023-09-09,"['python', 'deep learning', 'react', 'power bi']"
AI Engineer,Adobe,Pune,"Looking for a candidate with experience in NLP, Power BI, PyTorch, React, Node.js, Java, Docker.","NLP, Power BI, PyTorch, React, Node.js, Java, Docker",2024-09-18,"['java', 'docker', 'pytorch', 'react', 'node.js', 'power bi', 'nlp']"
DevOps Engineer,Accenture,Bangalore,"Looking for a candidate with experience in TensorFlow, Deep Learning, AWS, PyTorch, Tableau.","TensorFlow, Deep Learning, AWS, PyTorch, Tableau",2023-01-21,"['aws', 'tensorflow', 'pytorch', 'deep learning', 'tableau']"
AI Engineer,Oracle,Bangalore,"Looking for a candidate with experience in Scikit-learn, Java, SQL, Pandas, PyTorch.","Scikit-learn, Java, SQL, Pandas, PyTorch",2024-07-24,"['java', 'sql', 'pytorch', 'pandas', 'scikit-learn']"
Full Stack Developer,Amazon,Pune,"Looking for a candidate with experience in Machine Learning, Tableau, Pandas, React.","Machine Learning, Tableau, Pandas, React",2024-06-04,"['machine learning', 'react', 'pandas', 'tableau']"
Cloud Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in Spark, Kubernetes, NLP, Power BI, SQL, Java, Scikit-learn.","Spark, Kubernetes, NLP, Power BI, SQL, Java, Scikit-learn",2023-06-02,"['java', 'sql', 'kubernetes', 'scikit-learn', 'power bi', 'spark', 'nlp']"
Software Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Python, NLP, Hadoop, Node.js.","Python, NLP, Hadoop, Node.js",2023-08-24,"['python', 'node.js', 'hadoop', 'nlp']"
Data Analyst,IBM,Hyderabad,"Looking for a candidate with experience in Spark, AWS, Scikit-learn, NumPy, NLP, Power BI.","Spark, AWS, Scikit-learn, NumPy, NLP, Power BI",2023-11-02,"['aws', 'numpy', 'scikit-learn', 'power bi', 'spark', 'nlp']"
Data Scientist,IBM,Mumbai,"Looking for a candidate with experience in PyTorch, Deep Learning, Docker, NumPy, Python.","PyTorch, Deep Learning, Docker, NumPy, Python",2024-04-29,"['python', 'docker', 'pytorch', 'deep learning', 'numpy']"
DevOps Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in Spark, Node.js, SQL, Tableau.","Spark, Node.js, SQL, Tableau",2024-04-27,"['sql', 'node.js', 'tableau', 'spark']"
NLP Engineer,Capgemini,Bangalore,"Looking for a candidate with experience in Tableau, AWS, Machine Learning, NumPy, Python, Spark, Hadoop.","Tableau, AWS, Machine Learning, NumPy, Python, Spark, Hadoop",2023-07-26,"['python', 'aws', 'machine learning', 'numpy', 'tableau', 'spark', 'hadoop']"
Data Scientist,Capgemini,Bangalore,"Looking for a candidate with experience in NumPy, Scikit-learn, Deep Learning, Machine Learning, Docker, Power BI.","NumPy, Scikit-learn, Deep Learning, Machine Learning, Docker, Power BI",2023-07-23,"['docker', 'machine learning', 'deep learning', 'numpy', 'scikit-learn', 'power bi']"
Full Stack Developer,Oracle,Mumbai,"Looking for a candidate with experience in Pandas, Python, Java, Tableau, NumPy.","Pandas, Python, Java, Tableau, NumPy",2024-01-03,"['python', 'java', 'pandas', 'numpy', 'tableau']"
Backend Developer,Capgemini,Bangalore,"Looking for a candidate with experience in NLP, Machine Learning, Hadoop, Python, Power BI, AWS, SQL.","NLP, Machine Learning, Hadoop, Python, Power BI, AWS, SQL",2023-04-27,"['python', 'sql', 'aws', 'machine learning', 'power bi', 'hadoop', 'nlp']"
Machine Learning Engineer,IBM,Hyderabad,"Looking for a candidate with experience in Machine Learning, Tableau, Docker, NumPy, Deep Learning, SQL.","Machine Learning, Tableau, Docker, NumPy, Deep Learning, SQL",2024-06-17,"['sql', 'docker', 'machine learning', 'deep learning', 'numpy', 'tableau']"
Data Analyst,Capgemini,Mumbai,"Looking for a candidate with experience in Power BI, Pandas, Python, TensorFlow, Tableau, Docker, Machine Learning.","Power BI, Pandas, Python, TensorFlow, Tableau, Docker, Machine Learning",2023-04-23,"['python', 'docker', 'tensorflow', 'machine learning', 'pandas', 'tableau', 'power bi']"
Software Engineer,Accenture,Chennai,"Looking for a candidate with experience in TensorFlow, Tableau, Python, SQL, NLP.","TensorFlow, Tableau, Python, SQL, NLP",2024-02-05,"['python', 'sql', 'tensorflow', 'tableau', 'nlp']"
AI Engineer,Microsoft,Hyderabad,"Looking for a candidate with experience in Power BI, Hadoop, Node.js, Docker.","Power BI, Hadoop, Node.js, Docker",2024-10-21,"['docker', 'node.js', 'power bi', 'hadoop']"
Full Stack Developer,Infosys,Pune,"Looking for a candidate with experience in Kubernetes, Scikit-learn, Python, PyTorch, TensorFlow, React, Machine Learning.","Kubernetes, Scikit-learn, Python, PyTorch, TensorFlow, React, Machine Learning",2023-12-03,"['python', 'kubernetes', 'tensorflow', 'pytorch', 'machine learning', 'react', 'scikit-learn']"
Full Stack Developer,Oracle,Chennai,"Looking for a candidate with experience in Pandas, SQL, Deep Learning, Python.","Pandas, SQL, Deep Learning, Python",2024-03-02,"['python', 'sql', 'deep learning', 'pandas']"
Data Analyst,Infosys,Chennai,"Looking for a candidate with experience in Scikit-learn, Deep Learning, Node.js, AWS.","Scikit-learn, Deep Learning, Node.js, AWS",2024-04-20,"['aws', 'deep learning', 'node.js', 'scikit-learn']"
DevOps Engineer,Infosys,Hyderabad,"Looking for a candidate with experience in Tableau, Power BI, AWS, Node.js.","Tableau, Power BI, AWS, Node.js",2023-09-05,"['aws', 'node.js', 'tableau', 'power bi']"
AI Engineer,Amazon,Chennai,"Looking for a candidate with experience in Spark, Pandas, React, Hadoop, Docker.","Spark, Pandas, React, Hadoop, Docker",2023-09-30,"['docker', 'react', 'pandas', 'spark', 'hadoop']"
Backend Developer,Flipkart,Delhi,"Looking for a candidate with experience in Deep Learning, Java, NumPy, Power BI.","Deep Learning, Java, NumPy, Power BI",2024-01-23,"['java', 'deep learning', 'numpy', 'power bi']"
NLP Engineer,Accenture,Hyderabad,"Looking for a candidate with experience in Hadoop, Machine Learning, PyTorch, Python, TensorFlow.","Hadoop, Machine Learning, PyTorch, Python, TensorFlow",2023-04-14,"['python', 'tensorflow', 'pytorch', 'machine learning', 'hadoop']"
Data Scientist,Accenture,Delhi,"Looking for a candidate with experience in Java, PyTorch, Spark, SQL, TensorFlow, Docker, React.","Java, PyTorch, Spark, SQL, TensorFlow, Docker, React",2023-02-01,"['java', 'sql', 'docker', 'tensorflow', 'pytorch', 'react', 'spark']"
Machine Learning Engineer,Accenture,Pune,"Looking for a candidate with experience in Kubernetes, Hadoop, Java, Spark, Machine Learning, Scikit-learn, Pandas.","Kubernetes, Hadoop, Java, Spark, Machine Learning, Scikit-learn, Pandas",2023-10-28,"['java', 'kubernetes', 'machine learning', 'pandas', 'scikit-learn', 'spark', 'hadoop']"
Cloud Engineer,TCS,Bangalore,"Looking for a candidate with experience in SQL, Tableau, Hadoop, AWS, Pandas.","SQL, Tableau, Hadoop, AWS, Pandas",2024-04-18,"['sql', 'aws', 'pandas', 'tableau', 'hadoop']"
Software Engineer,Adobe,Bangalore,"Looking for a candidate with experience in Node.js, Hadoop, Spark, Java, NLP, Machine Learning.","Node.js, Hadoop, Spark, Java, NLP, Machine Learning",2023-01-24,"['java', 'machine learning', 'node.js', 'spark', 'hadoop', 'nlp']"
Data Analyst,Amazon,Chennai,"Looking for a candidate with experience in Node.js, NLP, PyTorch, Scikit-learn, React, Tableau.","Node.js, NLP, PyTorch, Scikit-learn, React, Tableau",2023-08-14,"['pytorch', 'react', 'node.js', 'scikit-learn', 'tableau', 'nlp']"
Cloud Engineer,Flipkart,Hyderabad,"Looking for a candidate with experience in PyTorch, Python, Machine Learning, Node.js, React.","PyTorch, Python, Machine Learning, Node.js, React",2024-03-22,"['python', 'pytorch', 'machine learning', 'react', 'node.js']"
Data Scientist,Flipkart,Chennai,"Looking for a candidate with experience in NLP, PyTorch, React, Python, Deep Learning.","NLP, PyTorch, React, Python, Deep Learning",2023-07-24,"['python', 'pytorch', 'deep learning', 'react', 'nlp']"
AI Engineer,Amazon,Delhi,"Looking for a candidate with experience in Scikit-learn, Machine Learning, Power BI, Pandas.","Scikit-learn, Machine Learning, Power BI, Pandas",2023-12-01,"['machine learning', 'pandas', 'scikit-learn', 'power bi']"
Backend Developer,Capgemini,Bangalore,"Looking for a candidate with experience in Tableau, Kubernetes, Machine Learning, Spark, NLP, AWS, TensorFlow.","Tableau, Kubernetes, Machine Learning, Spark, NLP, AWS, TensorFlow",2024-02-21,"['aws', 'kubernetes', 'tensorflow', 'machine learning', 'tableau', 'spark', 'nlp']"
Backend Developer,Oracle,Hyderabad,"Looking for a candidate with experience in Kubernetes, Scikit-learn, Python, NLP.","Kubernetes, Scikit-learn, Python, NLP",2024-06-20,"['python', 'kubernetes', 'scikit-learn', 'nlp']"
AI Engineer,Capgemini,Chennai,"Looking for a candidate with experience in Scikit-learn, PyTorch, Python, Node.js.","Scikit-learn, PyTorch, Python, Node.js",2023-06-08,"['python', 'pytorch', 'node.js', 'scikit-learn']"
Data Analyst,Google,Bangalore,"Looking for a candidate with experience in Tableau, Deep Learning, Python, NumPy, AWS, Hadoop.","Tableau, Deep Learning, Python, NumPy, AWS, Hadoop",2024-07-28,"['python', 'aws', 'deep learning', 'numpy', 'tableau', 'hadoop']"
Data Scientist,Microsoft,Hyderabad,"Looking for a candidate with experience in Node.js, Power BI, Scikit-learn, SQL, Python.","Node.js, Power BI, Scikit-learn, SQL, Python",2023-06-14,"['python', 'sql', 'node.js', 'scikit-learn', 'power bi']"
Cloud Engineer,Oracle,Mumbai,"Looking for a candidate with experience in Power BI, Deep Learning, SQL, React, Spark, NLP, Tableau.","Power BI, Deep Learning, SQL, React, Spark, NLP, Tableau",2023-02-22,"['sql', 'deep learning', 'react', 'tableau', 'power bi', 'spark', 'nlp']"
Software Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in Machine Learning, NumPy, React, SQL.","Machine Learning, NumPy, React, SQL",2023-09-12,"['sql', 'machine learning', 'react', 'numpy']"
DevOps Engineer,Adobe,Hyderabad,"Looking for a candidate with experience in AWS, Deep Learning, PyTorch, NLP, React, Kubernetes.","AWS, Deep Learning, PyTorch, NLP, React, Kubernetes",2024-05-24,"['aws', 'kubernetes', 'pytorch', 'deep learning', 'react', 'nlp']"
Data Analyst,Oracle,Hyderabad,"Looking for a candidate with experience in NLP, AWS, Machine Learning, Power BI, Pandas.","NLP, AWS, Machine Learning, Power BI, Pandas",2023-06-16,"['aws', 'machine learning', 'pandas', 'power bi', 'nlp']"
Full Stack Developer,Amazon,Bangalore,"Looking for a candidate with experience in Python, Tableau, Pandas, Node.js, NLP, SQL, Kubernetes.","Python, Tableau, Pandas, Node.js, NLP, SQL, Kubernetes",2023-01-22,"['python', 'sql', 'kubernetes', 'node.js', 'pandas', 'tableau', 'nlp']"
AI Engineer,TCS,Pune,"Looking for a candidate with experience in Hadoop, React, Power BI, PyTorch.","Hadoop, React, Power BI, PyTorch",2023-06-25,"['pytorch', 'react', 'power bi', 'hadoop']"
Full Stack Developer,TCS,Hyderabad,"Looking for a candidate with experience in Machine Learning, Power BI, Java, Spark.","Machine Learning, Power BI, Java, Spark",2024-01-06,"['java', 'machine learning', 'power bi', 'spark']"
Full Stack Developer,Adobe,Delhi,"Looking for a candidate with experience in SQL, TensorFlow, Power BI, Spark.","SQL, TensorFlow, Power BI, Spark",2024-04-12,"['sql', 'tensorflow', 'power bi', 'spark']"
Data Analyst,TCS,Pune,"Looking for a candidate with experience in Pandas, Spark, Power BI, NLP.","Pandas, Spark, Power BI, NLP",2024-05-29,"['pandas', 'power bi', 'spark', 'nlp']"
Full Stack Developer,TCS,Chennai,"Looking for a candidate with experience in Tableau, Scikit-learn, Kubernetes, React, NumPy.","Tableau, Scikit-learn, Kubernetes, React, NumPy",2024-08-17,"['kubernetes', 'react', 'numpy', 'scikit-learn', 'tableau']"
DevOps Engineer,Oracle,Bangalore,"Looking for a candidate with experience in Python, NLP, Kubernetes, Spark, Java, Deep Learning, NumPy.","Python, NLP, Kubernetes, Spark, Java, Deep Learning, NumPy",2024-02-03,"['python', 'java', 'kubernetes', 'deep learning', 'numpy', 'spark', 'nlp']"
AI Engineer,Flipkart,Pune,"Looking for a candidate with experience in Machine Learning, PyTorch, AWS, Java.","Machine Learning, PyTorch, AWS, Java",2023-08-14,"['java', 'aws', 'pytorch', 'machine learning']"
NLP Engineer,Meta,Delhi,"Looking for a candidate with experience in TensorFlow, SQL, Python, Kubernetes, Node.js, PyTorch.","TensorFlow, SQL, Python, Kubernetes, Node.js, PyTorch",2024-03-27,"['python', 'sql', 'kubernetes', 'tensorflow', 'pytorch', 'node.js']"
Full Stack Developer,Infosys,Mumbai,"Looking for a candidate with experience in Power BI, Spark, Deep Learning, Scikit-learn, AWS, SQL.","Power BI, Spark, Deep Learning, Scikit-learn, AWS, SQL",2023-04-30,"['sql', 'aws', 'deep learning', 'scikit-learn', 'power bi', 'spark']"
Cloud Engineer,Accenture,Bangalore,"Looking for a candidate with experience in Pandas, Kubernetes, Power BI, Tableau.","Pandas, Kubernetes, Power BI, Tableau",2024-09-18,"['kubernetes', 'pandas', 'tableau', 'power bi']"
AI Engineer,Meta,Hyderabad,"Looking for a candidate with experience in Power BI, TensorFlow, Hadoop, Node.js, PyTorch, Tableau.","Power BI, TensorFlow, Hadoop, Node.js, PyTorch, Tableau",2023-09-19,"['tensorflow', 'pytorch', 'node.js', 'tableau', 'power bi', 'hadoop']"
